,0,1,2,3,4,5
87,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,02/27/2018,08/01/2018
88,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,02/27/2018,08/01/2018
89,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,03/29/2018,08/01/2018
90,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,03/29/2018,08/01/2018
91,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,02/27/2018,08/01/2018
92,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,02/27/2018,08/01/2018
93,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,02/27/2018,08/01/2018
94,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,68702.0,NOVI MI,02/27/2018,08/01/2018
95,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,80000.0,LAS VEGAS NV,03/09/2018,04/01/2018
96,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS SYSTEMS SOFTWARE,90000.0,NOVI MI,10/04/2018,11/01/2018
97,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERSAPPLICATIONS,77605.0,OLEAN NY,12/14/2018,12/20/2018
98,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERSAPPLICATIONS,78125.0,NOVI MI,11/26/2018,12/01/2018
99,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERSAPPLICATIONS,93933.0,FAIRFAX VA,12/20/2018,01/07/2019
100,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERSAPPLICATIONS,93954.0,NOVI MI,12/14/2018,03/01/2019
101,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERSAPPLICATIONS,100000.0,SEATTLE WA,12/14/2018,12/20/2018
102,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERSAPPLICATIONS,100000.0,ISSAQUAH WA,12/17/2018,01/02/2019
0,MARVEL TECHNOLOGIES INC,.NET DEVELOPER,78125.0,NOVI MI,03/26/2019,09/25/2019
1,MARVEL TECHNOLOGIES INC,.NET FULL STACK DEVELOPER,90646.0,GRAND RAPIDS MI,02/05/2019,02/18/2019
2,MARVEL TECHNOLOGIES INC,APPLICATION DESIGNER,80000.0,NOVI MI,10/24/2019,10/25/2019
3,MARVEL TECHNOLOGIES INC,AUTOMATION DEVELOPER,80517.0,NORFOLK VA,03/26/2019,09/25/2019
4,MARVEL TECHNOLOGIES INC,DEVOPS ENGINEER,76170.0,ORLANDO FL,03/22/2019,09/01/2019
5,MARVEL TECHNOLOGIES INC,DOT NET DEVELOPER,91915.0,LEAGUE CITY TX,03/22/2019,09/01/2019
6,MARVEL TECHNOLOGIES INC,F2P SME SAP S 4 HANA & IBP,86320.0,LOVELAND CO,10/30/2019,10/30/2019
7,MARVEL TECHNOLOGIES INC,FULLSTACK .NET DEVELOPER,78125.0,NOVI MI,03/27/2019,09/26/2019
8,MARVEL TECHNOLOGIES INC,FULLSTACK JAVA DEVELOPER,78125.0,NOVI MI,03/26/2019,09/25/2019
9,MARVEL TECHNOLOGIES INC,FULLSTACK JAVA DEVELOPER,78125.0,NOVI MI,03/26/2019,09/24/2019
10,"

",,,,,
11,MARVEL TECHNOLOGIES INC,FULLSTACK JAVA DEVELOPER,78125.0,NOVI MI,03/26/2019,09/25/2019
12,MARVEL TECHNOLOGIES INC,INFORMATION TECHNOLOGY PROJECT MANAGERS,90000.0,ST. LOUIS MO,01/08/2019,01/14/2019
13,MARVEL TECHNOLOGIES INC,IT PROJECT MANAGER,90000.0,ST. LOUIS MO,02/06/2019,02/07/2019
14,MARVEL TECHNOLOGIES INC,JAVA FULLSTACK DEVELOPER,78125.0,NOVI MI,03/26/2019,09/25/2019
15,MARVEL TECHNOLOGIES INC,JAVA J2EE SENIOR DEVELOPER,90000.0,RESTON VA,04/23/2019,05/06/2019
16,MARVEL TECHNOLOGIES INC,JAVA WEB DEVELOPER,72946.0,DETROIT MI,09/26/2019,09/30/2019
17,MARVEL TECHNOLOGIES INC,MIDDLEWARE ENGINEER,88670.0,CHARLOTTE NC,03/22/2019,09/01/2019
18,MARVEL TECHNOLOGIES INC,MSBI POWER BI DEVELOPER,75546.0,HOUSTON TX,10/29/2019,11/04/2019
19,MARVEL TECHNOLOGIES INC,MSBI POWER BI DEVELOPER,75546.0,HOUSTON TX,11/05/2019,11/10/2019
20,MARVEL TECHNOLOGIES INC,PERFORMANCE ENGINEER,90000.0,NOVI MI,03/13/2019,03/14/2019
21,MARVEL TECHNOLOGIES INC,PERFORMANCE ENGINEER - LEAD LOAD TESTER,75213.0,LEAWOOD KS,09/20/2019,09/27/2019
22,MARVEL TECHNOLOGIES INC,SAP ABAP DEVELOPER CONSULTANT,90000.0,PITTSBURGH PA,08/02/2019,08/03/2019
23,MARVEL TECHNOLOGIES INC,SAP BASIS ADMINISTRATOR,88670.0,CHARLOTTE NC,05/03/2019,05/27/2019
24,MARVEL TECHNOLOGIES INC,SAP BW HANA DEVELOPER,90000.0,TEMPE AZ,12/09/2019,12/16/2019
25,MARVEL TECHNOLOGIES INC,SAP HANA SPECIALIST,91915.0,THE WOODLANDS TX,06/28/2019,06/29/2019
26,MARVEL TECHNOLOGIES INC,SAP HANA SPECIALIST,91915.0,THE WOODLANDS TX,06/28/2019,06/29/2019
27,MARVEL TECHNOLOGIES INC,SENIOR INFRASTRUCTURE SECURITY ARCHITECT,100000.0,AUBURN HILLS MI,12/09/2019,12/16/2019
28,MARVEL TECHNOLOGIES INC,SENIOR SOFTWARE DEVELOPER,90000.0,CHARLOTTE NC,05/15/2019,05/20/2019
29,MARVEL TECHNOLOGIES INC,SENIOR SOFTWARE DEVELOPER,96595.0,FRANKLIN LAKES NJ,10/29/2019,11/03/2019
30,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,61838.0,MEMPHIS TN,03/22/2019,09/01/2019
31,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,03/15/2019,09/14/2019
32,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,03/20/2019,09/19/2019
33,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,03/22/2019,09/21/2019
34,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,03/25/2019,09/24/2019
35,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,03/26/2019,09/25/2019
36,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,03/22/2019,09/01/2019
37,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,78125.0,NOVI MI,04/24/2019,04/24/2019
38,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,80517.0,NORFOLK VA,03/22/2019,09/01/2019
39,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,85000.0,SOUTHFIELD MI,08/02/2019,01/01/2020
40,"




",,,,,
41,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,88670.0,CHARLOTTE NC,03/22/2019,09/01/2019
42,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,88670.0,CHARLOTTE NC,03/30/2019,09/01/2019
43,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,88670.0,CHARLOTTE NC,03/30/2019,09/01/2019
44,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,90000.0,NOVI MI,07/25/2019,07/25/2019
45,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,90000.0,SOUTHFIELD MI,03/27/2019,09/25/2019
46,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS APPLICATIONS,90000.0,NOVI MI,10/24/2019,10/25/2019
47,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPERS APPLICATIONS,91915.0,TOMBALL TX,01/17/2019,01/28/2019
48,MARVEL TECHNOLOGIES INC,SQL BI DEVELOPER,78125.0,NOVI MI,03/26/2019,09/24/2019
49,MARVEL TECHNOLOGIES INC,SQL DATABASE ADMINISTRATOR,75608.0,NOVI MI,03/25/2019,09/24/2019
50,MARVEL TECHNOLOGIES INC,SQL DEVELOPER,80517.0,NORFOLK VA,03/22/2019,09/01/2019
51,MARVEL TECHNOLOGIES INC,SR. FACETS CONFIGURATOR AND DEVELOPER,80000.0,NOVI MI,08/21/2019,08/22/2019
52,MARVEL TECHNOLOGIES INC,SR. FACETS CONFIGURATOR AND DEVELOPER,96595.0,NOVI MI,08/28/2019,08/29/2019
53,MARVEL TECHNOLOGIES INC,TECHNICAL ENGINEER,81162.0,TROY MI,07/10/2019,07/15/2019
54,MARVEL TECHNOLOGIES INC,TIBCO DEVELOPER,78125.0,NOVI MI,03/26/2019,09/25/2019
55,MARVEL TECHNOLOGIES INC,TIBCO DEVELOPER,93538.0,DALLAS TX,03/06/2019,03/07/2019
0,MARVEL TECHNOLOGIES INC,.NET DEVELOPER,90000.0,LAKELAND FL,04/27/2020,05/01/2020
1,MARVEL TECHNOLOGIES INC,.NET FULL STACK DEVELOPER,90646.0,GRAND RAPIDS MI,05/20/2020,11/19/2020
2,MARVEL TECHNOLOGIES INC,APPLICATION DESIGNER,79498.0,NOVI MI,05/21/2020,10/01/2020
3,MARVEL TECHNOLOGIES INC,APPLICATION SECURITY ENGINEER,80517.0,NOVI MI,06/04/2020,10/01/2020
4,MARVEL TECHNOLOGIES INC,DOT NET DEVELOPER,94307.0,DALLAS TX,01/20/2020,01/27/2020
5,MARVEL TECHNOLOGIES INC,FULL STACK DEVELOPER,90000.0,LAKELAND FL,04/02/2020,04/06/2020
6,MARVEL TECHNOLOGIES INC,INFORMATICA HADOOP TECHNICAL LEAD,76440.0,DETROIT MI,05/22/2020,05/26/2020
7,MARVEL TECHNOLOGIES INC,INFORMATICA HADOOP TECHNICAL LEAD,76440.0,DETROIT MI,05/22/2020,05/26/2020
8,MARVEL TECHNOLOGIES INC,IT APPLICATIONS FINANCIAL ANALYST-SAP FICO,79560.0,MIDDLE RIVER MD,03/10/2020,03/16/2020
9,MARVEL TECHNOLOGIES INC,JAVA WEB DEVELOPER,134500.0,BELLEVUE WA,10/15/2020,10/19/2020
10,"

",,,,,
11,MARVEL TECHNOLOGIES INC,MSBI SQL BI DEVELOPER,75546.0,CHANDLER AZ,06/19/2020,06/22/2020
12,MARVEL TECHNOLOGIES INC,ONSHORE TECHNICAL LEAD,100000.0,ALPHARETTA GA,03/20/2020,03/23/2020
13,MARVEL TECHNOLOGIES INC,PERFORMANCE TESTER LEVEL 2,90000.0,BLUE ASH OH,06/22/2020,06/29/2020
14,MARVEL TECHNOLOGIES INC,PERFORMANCE TESTER LEVEL 2,102752.0,BLUE ASH OH,11/04/2020,01/16/2021
15,MARVEL TECHNOLOGIES INC,PRINCIPAL ANALYST,93000.0,DETROIT MI,07/16/2020,08/01/2020
16,MARVEL TECHNOLOGIES INC,QUALITY ASSURANCE ANALYST,63440.0,NOVI MI,06/17/2020,10/01/2020
17,MARVEL TECHNOLOGIES INC,SAP CONSULTANT,85000.0,PITTSBURGH PA,07/24/2020,11/19/2020
18,MARVEL TECHNOLOGIES INC,SAP CONSULTANT,85000.0,PITTSBURGH PA,08/12/2020,08/18/2020
19,MARVEL TECHNOLOGIES INC,SAP CONSULTANT,85000.0,PITTSBURGH PA,08/11/2020,08/18/2020
20,MARVEL TECHNOLOGIES INC,SAP FICO SPECIALIST,75000.0,GASTON SC,05/14/2020,10/01/2020
21,MARVEL TECHNOLOGIES INC,SAP FICO SPECIALIST,75000.0,GASTON SC,05/14/2020,10/01/2020
22,MARVEL TECHNOLOGIES INC,SAP FIORI LEAD DEVELOPER,90000.0,SANDY SPRINGS GA,05/26/2020,06/01/2020
23,MARVEL TECHNOLOGIES INC,SAP HCM SYSTEMS ANALYST,101587.0,SEATTLE WA,06/23/2020,09/07/2020
24,MARVEL TECHNOLOGIES INC,SAP HCM SYSTEMS ANALYST,101587.0,SEATTLE WA,06/26/2020,06/29/2020
25,MARVEL TECHNOLOGIES INC,SAP HCM SYSTEMS ANALYST,106683.0,SEATTLE WA,07/09/2020,07/15/2020
26,MARVEL TECHNOLOGIES INC,SAP HCM SYSTEMS ANALYST,106683.0,SEATTLE WA,07/09/2020,07/15/2020
27,MARVEL TECHNOLOGIES INC,SAP PO MIDDLEWARE & EDI INTEGRATION ENGINEER,110000.0,SOUTHFIELD MI,01/24/2020,01/27/2020
28,MARVEL TECHNOLOGIES INC,SAP SD MM SPECIALIST,80000.0,SOUTHFIELD MI,05/19/2020,05/20/2020
29,MARVEL TECHNOLOGIES INC,SAP SPECIALIST,80000.0,SOUTHFIELD MI,05/28/2020,06/01/2020
30,MARVEL TECHNOLOGIES INC,SENIOR INFRASTRUCTURE SECURITY ARCHITECT,100000.0,AUBURN HILLS MI,07/28/2020,12/31/2020
31,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,90000.0,PITTSBURGH PA,05/22/2020,05/26/2020
32,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,90000.0,PITTSBURGH PA,05/26/2020,05/27/2020
33,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,92000.0,NOVI MI,01/23/2020,01/27/2020
34,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER APPLICATIONS,80122.0,NORFOLK VA,04/29/2020,05/04/2020
35,MARVEL TECHNOLOGIES INC,SOFTWARE ENGINEER,80000.0,PONTIAC MI,06/26/2020,07/06/2020
36,MARVEL TECHNOLOGIES INC,SOFTWARE QUALITY ASSURANCE ANALYST,90000.0,LAKELAND FL,03/23/2020,03/30/2020
37,MARVEL TECHNOLOGIES INC,SOLUTION ARCHITECT,80000.0,NOVI MI,02/06/2020,02/16/2020
38,MARVEL TECHNOLOGIES INC,SR. JAVA DEVELOPER,90000.0,NOVI MI,01/27/2020,02/01/2020
39,MARVEL TECHNOLOGIES INC,SR. JAVA DEVELOPER,110000.0,CHARLOTTE NC,01/31/2020,02/03/2020
40,"




",,,,,
41,MARVEL TECHNOLOGIES INC,SR. JAVA DEVELOPER,110000.0,CHARLOTTE NC,01/31/2020,02/03/2020
42,MARVEL TECHNOLOGIES INC,SR. SOFTWARE DEVELOPER,79248.0,DETROIT MI,08/25/2020,09/01/2020
43,MARVEL TECHNOLOGIES INC,TECHNICAL LEAD DEVELOPER,112980.0,ALLEN PARK MI,10/19/2020,10/20/2020
44,MARVEL TECHNOLOGIES INC,TIBCO DEVELOPER,99632.0,NEWPORT BEACH CA,12/30/2020,01/06/2021
45,MARVEL TECHNOLOGIES INC,WORKDAY CONSULTANT,90000.0,YARDLEY PA,03/24/2020,03/25/2020
0,MARVEL TECHNOLOGIES INC,APPLICATION DEVELOPER,88000.0,NOVI MI,09/17/2021,09/24/2021
1,MARVEL TECHNOLOGIES INC,BIG DATA HADOOP TECH LEAD,80000.0,DETROIT MI,04/19/2021,05/03/2021
2,MARVEL TECHNOLOGIES INC,BUSINESS ANALYST,65000.0,FARMINGTON HILLS MI,05/19/2021,05/26/2021
3,MARVEL TECHNOLOGIES INC,BUSINESS ANALYST,75213.0,FARMINGTON HILLS MI,05/18/2021,05/24/2021
4,MARVEL TECHNOLOGIES INC,BUSINESS SYSTEM ANALYST II SAP SD,102669.0,SOUTH SAN FRANCISCO CA,01/05/2021,01/12/2021
5,MARVEL TECHNOLOGIES INC,COMPUTER SYSTEMS ANALYST,90000.0,FARMINGTON HILLS MI,03/18/2021,03/25/2021
6,MARVEL TECHNOLOGIES INC,ETL DEVELOPER,60000.0,DANVILLE PA,06/14/2021,06/28/2021
7,MARVEL TECHNOLOGIES INC,ETL TESTER,70700.0,RICHMOND VA,05/14/2021,05/21/2021
8,MARVEL TECHNOLOGIES INC,ETL TESTER,70700.0,RICHMOND VA,05/14/2021,05/21/2021
9,MARVEL TECHNOLOGIES INC,IT - TECHNOLOGY LEAD DATABASE TERADATA,100526.0,RICHARDSON TX,04/12/2021,04/19/2021
10,"

",,,,,
11,MARVEL TECHNOLOGIES INC,IT APPLICATIONS FINANCIAL ANALYST-SAP FICO,79560.0,COLUMBUS OH,06/25/2021,07/01/2021
12,MARVEL TECHNOLOGIES INC,JAVA DEVELOPER,100000.0,WESTLAKE TX,04/20/2021,05/10/2021
13,MARVEL TECHNOLOGIES INC,JAVA WEB DEVELOPER,89960.0,FRISCO TX,06/10/2021,06/16/2021
14,MARVEL TECHNOLOGIES INC,JAVA WEB DEVELOPER,89960.0,FRISCO TX,06/23/2021,06/30/2021
15,MARVEL TECHNOLOGIES INC,PERFORMANCE TEST ENGINEER,90000.0,OVERLAND PARK KS,03/11/2021,03/29/2021
16,MARVEL TECHNOLOGIES INC,PROJECT MANAGER,90000.0,OVERLAND PARK KS,02/19/2021,02/26/2021
17,MARVEL TECHNOLOGIES INC,PROJECT MANAGER,90000.0,OVERLAND PARK KS,02/16/2021,02/22/2021
18,MARVEL TECHNOLOGIES INC,PROJECT MANAGER SCRUM MASTER,90000.0,OVERLAND PARK KS,03/17/2021,03/24/2021
19,MARVEL TECHNOLOGIES INC,QA ANALYST,63000.0,DETROIT MI,04/05/2021,04/12/2021
20,MARVEL TECHNOLOGIES INC,SAP LOGISTICS EXECUTION CONSULTANT,95555.0,SOUTH SAN FRANCISCO CA,06/09/2021,10/01/2021
21,MARVEL TECHNOLOGIES INC,SAP PROJECT MANAGER,70000.0,HOUSTON TX,07/27/2021,08/09/2021
22,MARVEL TECHNOLOGIES INC,SAP S4 HANA TECHNICAL CONSULTANT,80000.0,GASTON SC,06/02/2021,10/01/2021
23,MARVEL TECHNOLOGIES INC,SAP SD MM SPECIALIST,76856.0,GASTON SC,05/21/2021,10/01/2021
24,MARVEL TECHNOLOGIES INC,SENIOR SOFTWARE DEVELOPER,100526.0,FRANKLIN LAKES NJ,05/05/2021,09/30/2021
25,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,65000.0,NOVI MI,06/09/2021,10/01/2021
26,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,65000.0,NOVI MI,06/10/2021,10/01/2021
27,MARVEL TECHNOLOGIES INC,SOFTWARE DEVELOPER,79248.0,GASTON SC,06/04/2021,10/01/2021
28,MARVEL TECHNOLOGIES INC,SR. JAVA DEVELOPER,95000.0,WESTLAKE TX,07/26/2021,08/02/2021
29,MARVEL TECHNOLOGIES INC,SR. PROJECT MANAGER,90000.0,ST. LOUIS MO,06/25/2021,07/01/2021
30,MARVEL TECHNOLOGIES INC,SR. PROJECT MANAGER,90000.0,ST. LOUIS MO,06/24/2021,07/01/2021
31,MARVEL TECHNOLOGIES INC,SSIS DEVELOPER,85000.0,STAMFORD CT,07/01/2021,07/08/2021
32,MARVEL TECHNOLOGIES INC,TECHNICAL PROJECT MANAGER,80000.0,TROY MI,08/11/2021,08/30/2021
33,MARVEL TECHNOLOGIES INC,TECHNICAL PROJECT MANAGER- SAP,80142.0,PITTSBURGH PA,06/15/2021,06/28/2021
34,MARVEL TECHNOLOGIES INC,TEST LEAD,80000.0,DETROIT MI,03/19/2021,04/05/2021
35,MARVEL TECHNOLOGIES INC,VMWARE ARCHITECT,98550.0,MANASSAS VA,07/16/2021,08/01/2021
36,MARVEL TECHNOLOGIES INC,WORKDAY CONSULTANT,100526.0,BRANCHBURG NJ,02/25/2021,03/04/2021
0,DOCUSIGN INC,SENIOR WEB APP ENGINEER,115000.0,SAN FRANCISCO CA,10/23/2014,12/01/2014
1,DOCUSIGN INC,SOFTWARE DEVELOPMENT ENGINEER ENGINEERING CORE TEAM,81500.0,SEATTLE WA,10/20/2014,10/20/2014
2,DOCUSIGN INC,SR. PRODUCT MANAGER,160000.0,SAN FRANCISCO CA,11/05/2014,12/01/2014
3,DOCUSIGN INC,SR. SOFTWARE ENGINEER,150000.0,SAN FRANCISCO CA,11/21/2014,12/10/2014
0,DOCUSIGN INC,ANDROID ENGINEER,140000.0,SAN FRANCISCO CA,02/25/2015,03/16/2015
1,DOCUSIGN INC,API TECHNICAL SPECIALIST,80000.0,SEATTLE WA,03/13/2015,09/12/2015
2,DOCUSIGN INC,BUSINESS INTELLIGENCE ANALYST,89059.0,SAN FRANCISCO CA,03/04/2015,09/03/2015
3,DOCUSIGN INC,DIRECTOR PRODUCT AND TECHNOLOGY FINANCE,165000.0,SAN FRANCISCO CA,04/30/2015,05/18/2015
4,DOCUSIGN INC,DIRECTOR PRODUCT AND TECHNOLOGY FINANCE,165000.0,SEATTLE WA,04/30/2015,05/18/2015
5,DOCUSIGN INC,LEAD USER EXPERIENCE DESIGNER,135000.0,SAN FRANCISCO CA,11/18/2015,01/18/2016
6,DOCUSIGN INC,LEAD USER EXPERIENCE DESIGNER,160000.0,SAN FRANCISCO CA,08/11/2015,08/24/2015
7,DOCUSIGN INC,PRODUCT MANAGER WEB,108000.0,SAN FRANCISCO CA,09/21/2015,01/24/2016
8,DOCUSIGN INC,SALESFORCE DEVELOPER,145000.0,SAN FRANCISCO CA,09/01/2015,01/24/2016
9,DOCUSIGN INC,SENIOR BUSINESS INTELLIGENCE DEVELOPER,115000.0,SAN FRANCISCO CA,09/08/2015,10/12/2015
10,"

",,,,,
11,DOCUSIGN INC,SENIOR DJANGO ARCHITECT DEVELOPER,135000.0,SAN FRANCISCO CA,03/09/2015,09/08/2015
12,DOCUSIGN INC,SENIOR INTEGRATION ENGINEER,130000.0,SAN FRANCISCO CA,07/02/2015,08/10/2015
13,DOCUSIGN INC,SENIOR SOFTWARE ENGINEER,135000.0,SAN FRANCISCO CA,11/19/2015,12/21/2015
14,DOCUSIGN INC,SENIOR SOFTWARE ENGINEER,155000.0,SAN FRANCISCO CA,03/23/2015,04/06/2015
15,DOCUSIGN INC,SENIOR SOFTWARE ENGINEER MOBILE,155000.0,SAN FRANCISCO CA,11/25/2015,01/18/2016
16,DOCUSIGN INC,SOFTWARE ENGINEER,105000.0,SAN FRANCISCO CA,09/22/2015,10/05/2015
17,DOCUSIGN INC,SOFTWARE ENGINEER P2,115000.0,SAN FRANCISCO CA,07/22/2015,08/10/2015
18,DOCUSIGN INC,SOFTWARE ENGINEER MOBILE,130486.0,SAN FRANCISCO CA,11/19/2015,01/04/2016
19,DOCUSIGN INC,SOFTWRE ENGINEER - PARTNER INTEGRATION,110000.0,SAN FRANCISCO CA,11/04/2015,12/07/2015
20,DOCUSIGN INC,SR. DIRECTOR GLOBAL WEB REVENUE,195000.0,SAN FRANCISCO CA,05/15/2015,06/01/2015
21,DOCUSIGN INC,SR. DIRECTOR GLOBAL WEB REVENUE,195000.0,SAN FRANCISCO CA,08/13/2015,02/10/2016
22,DOCUSIGN INC,SR. SALESFORCE DEVELOPER,135000.0,SAN FRANCISCO CA,09/23/2015,11/02/2015
23,DOCUSIGN INC,SR. SDK DEVELOPER,155000.0,SAN FRANCISCO CA,11/05/2015,12/14/2015
24,DOCUSIGN INC,SR. SOFTWARE ENGINEER,155000.0,SAN FRANCISCO CA,11/12/2015,12/14/2015
25,DOCUSIGN INC,USER EXPERIENCE DESIGNER,135000.0,SAN FRANCISCO CA,11/19/2015,01/18/2016
0,DOCUSIGN INC,LEAD SOFTWARE ENGINEER,135000.0,SAN FRANCISCO CA,03/04/2016,09/03/2016
1,DOCUSIGN INC,LEAD USER EXPERIENCE DESIGNER,165000.0,SAN FRANCISCO CA,03/04/2016,08/29/2016
2,DOCUSIGN INC,MANAGEMENT SOLUTIONS ANALYST,92019.0,SAN FRANCISCO CA,12/01/2016,12/19/2016
3,DOCUSIGN INC,PRODUCT MANAGER,135000.0,SAN FRANCISCO CA,03/04/2016,09/03/2016
4,DOCUSIGN INC,QUALITY ENGINEERING MANAGER,141835.0,SAN FRANCISCO CA,06/16/2016,07/18/2016
5,DOCUSIGN INC,QUALITY ENGINEERING MANAGER,141835.0,SAN FRANCISCO CA,06/22/2016,07/25/2016
6,DOCUSIGN INC,SENIOR SALESFORCE DEVELOPER,100063.0,SAN FRANCISCO CA,07/20/2016,01/14/2017
7,DOCUSIGN INC,SENIOR SALESFORCE DEVELOPER,135000.0,SAN FRANCISCO CA,08/26/2016,09/26/2016
8,DOCUSIGN INC,SENIOR SOFTWARE ENGINEER,137424.0,SEATTLE WA,09/07/2016,03/08/2017
9,DOCUSIGN INC,SENIOR SOFTWARE ENGINEER,137813.0,SAN FRANCISCO CA,05/24/2016,08/19/2016
10,"

",,,,,
11,DOCUSIGN INC,SENIOR SOFTWARE ENGINEER,155000.0,SAN FRANCISCO CA,02/15/2016,04/06/2016
12,DOCUSIGN INC,SOFTWARE DEVELOPMENT ENGINEER,130000.0,SAN FRANCISCO CA,07/07/2016,08/01/2016
13,DOCUSIGN INC,SOFTWARE DEVELOPMENT ENGINEER IN TEST,96866.0,SAN FRANCISCO CA,06/09/2016,06/27/2016
14,DOCUSIGN INC,SOFTWARE DEVELOPMENT ENGINEER IN TEST,113381.0,SAN FRANCISCO CA,12/29/2016,01/30/2017
15,DOCUSIGN INC,SOFTWARE DEVELOPMENT ENGINEER IN TEST,115000.0,SEATTLE WA,02/02/2016,03/14/2016
16,DOCUSIGN INC,SOFTWARE DEVELOPMENT ENGINEER IN TEST,122533.0,SEATTLE WA,10/12/2016,10/26/2016
17,DOCUSIGN INC,SOFTWARE ENGINEER,105102.0,WARRENVILLE IL,02/01/2016,03/14/2016
18,DOCUSIGN INC,SOFTWARE ENGINEER,105500.0,WARRENVILLE IL,02/01/2016,03/14/2016
19,DOCUSIGN INC,SOFTWARE ENGINEER,106101.0,SEATTLE WA,08/29/2016,08/29/2016
20,DOCUSIGN INC,SOFTWARE ENGINEER,125000.0,SAN FRANCISCO CA,03/04/2016,09/03/2016
21,DOCUSIGN INC,SOFTWARE ENGINEER,141000.0,SAN FRANCISCO CA,02/15/2016,03/14/2016
22,DOCUSIGN INC,SOFTWARE ENGINEER MOBILE,105000.0,SAN FRANCISCO CA,03/04/2016,09/01/2016
23,DOCUSIGN INC,SOFTWARE ENGINNER,130000.0,SAN FRANCISCO CA,06/29/2016,07/25/2016
24,DOCUSIGN INC,SR PRODUCT MGR - WEB SUPPORT,160000.0,SAN FRANCISCO CA,03/04/2016,09/03/2016
25,DOCUSIGN INC,SR. ANALYST DATA SCIENCE,92394.0,SEATTLE WA,11/28/2016,01/16/2017
26,DOCUSIGN INC,SR. ANDROID ENGINEER,142000.0,SAN FRANCISCO CA,10/31/2016,11/21/2016
27,DOCUSIGN INC,SR. BUSINESS SYSTEMS ANALYST,83678.0,SEATTLE WA,08/09/2016,08/29/2016
28,DOCUSIGN INC,SR. FINANCIAL SYSTEMS DEVELOPER,125000.0,SAN FRANCISCO CA,01/26/2016,03/07/2016
29,DOCUSIGN INC,SR. PRODUCT MANGER,118082.0,SAN FRANCISCO CA,05/05/2016,06/15/2016
30,DOCUSIGN INC,SR. PRODUCT MANGER,127150.0,SAN FRANCISCO CA,08/31/2016,11/19/2016
31,DOCUSIGN INC,SR. SOFTWARE DEVELOPMENT ENGINEER IN TEST,122533.0,SEATTLE WA,12/29/2016,01/30/2017
32,DOCUSIGN INC,SR. SOFTWARE ENGINEER,122533.0,SEATTLE WA,09/02/2016,09/19/2016
